precision,recall,ndcg,hr,MAP
0.004701992496848106,0.023509934544563293,0.014168105088174343,0.023509934544563293,0.011131349951028824
0.0048675560392439365,0.02433774806559086,0.01554458774626255,0.02433774806559086,0.012657282873988152
0.0059271627105772495,0.029635760933160782,0.01849166490137577,0.029635760933160782,0.014848234131932259
0.00642385333776474,0.032119207084178925,0.019459053874015808,0.032119207084178925,0.015361472964286804
0.007052995264530182,0.03526490181684494,0.021689526736736298,0.03526490181684494,0.01727372594177723
0.007582798600196838,0.03791390731930733,0.02336546778678894,0.03791390731930733,0.018606511875987053
0.007516573183238506,0.03758278116583824,0.023510335013270378,0.03758278116583824,0.018926603719592094
0.007450347766280174,0.037251655012369156,0.022896159440279007,0.037251655012369156,0.018203644081950188
0.007351009640842676,0.03675496578216553,0.022434204816818237,0.03675496578216553,0.017759373411536217
0.007582798600196838,0.03791390731930733,0.023156167939305305,0.03791390731930733,0.018371960148215294
0.0077814748510718346,0.038907285779714584,0.024121975526213646,0.038907285779714584,0.01930464245378971
0.007284784223884344,0.03642383962869644,0.022565118968486786,0.03642383962869644,0.01801324635744095
0.007913925684988499,0.039569538086652756,0.023272579535841942,0.039569538086652756,0.017999444156885147
0.007218558806926012,0.036092713475227356,0.022366490215063095,0.036092713475227356,0.017880795523524284
0.007549685891717672,0.037748344242572784,0.022777961567044258,0.037748344242572784,0.017894593998789787
0.007351009640842676,0.03675496578216553,0.022870082408189774,0.03675496578216553,0.018319537863135338
0.006920544430613518,0.03460264950990677,0.02132202871143818,0.03460264950990677,0.01696743816137314
0.007086107973009348,0.03543046489357948,0.022150522097945213,0.03543046489357948,0.01782836578786373
0.007284784223884344,0.03642383962869644,0.022737639024853706,0.03642383962869644,0.018280906602740288
0.007086107973009348,0.03543046489357948,0.02183489315211773,0.03543046489357948,0.017419977113604546
0.00731789693236351,0.036589402705430984,0.02156573161482811,0.036589402705430984,0.016705302521586418
0.0077152494341135025,0.0385761596262455,0.023148108273744583,0.0385761596262455,0.018120860680937767
0.007119220681488514,0.035596027970314026,0.021838104352355003,0.035596027970314026,0.01736203394830227
0.007019882556051016,0.0350993387401104,0.022014694288372993,0.0350993387401104,0.017729030922055244
0.007218558806926012,0.036092713475227356,0.02217729389667511,0.036092713475227356,0.017624175176024437
0.007450347766280174,0.037251655012369156,0.02264799177646637,0.037251655012369156,0.017891833558678627
0.007549685891717672,0.037748344242572784,0.023001596331596375,0.037748344242572784,0.01817329041659832
0.0077814748510718346,0.038907285779714584,0.02367030829191208,0.038907285779714584,0.018725162371993065
0.007450347766280174,0.037251655012369156,0.022610651329159737,0.037251655012369156,0.017861472442746162
0.007582798600196838,0.03791390731930733,0.022945312783122063,0.03791390731930733,0.018076708540320396
0.007185446098446846,0.03592715412378311,0.022093640640378,0.03592715412378311,0.01758554019033909
0.007185446098446846,0.03592715412378311,0.022361407056450844,0.03592715412378311,0.01792770065367222
0.007119220681488514,0.035596027970314026,0.02180653251707554,0.035596027970314026,0.017306843772530556
0.00731789693236351,0.036589402705430984,0.023020513355731964,0.036589402705430984,0.018576160073280334
0.007417235057801008,0.03708609193563461,0.02273274026811123,0.03708609193563461,0.018046356737613678
0.0076821367256343365,0.038410596549510956,0.023286432027816772,0.038410596549510956,0.01835816539824009
0.0077152494341135025,0.0385761596262455,0.0236065536737442,0.0385761596262455,0.01875276118516922
0.007351009640842676,0.03675496578216553,0.02250009775161743,0.03675496578216553,0.017844920977950096
0.0077483621425926685,0.03874172270298004,0.02373625338077545,0.03874172270298004,0.01882725954055786
0.007185446098446846,0.03592715412378311,0.022593457251787186,0.03592715412378311,0.01824779435992241
0.007615911308676004,0.03807947039604187,0.02390511892735958,0.03807947039604187,0.01928531937301159
